,Unnamed: 0.1,Unnamed: 0,Epoch,TrainLoss,TrainN2NLossTrainWarpLoss,TrainTVLoss,ValLoss,ValN2NLoss,ValWarpLoss,ValTVLoss,Best Score
0,0.0,0.0,2,390.2524281293154,,67.94092152267694,542.9349429905415,537.561792541634,1.6818544139492917,32.75897645984183,100.0
1,1.0,1.0,4,313.2825680077076,,62.648707535117865,542.9282293400981,537.5568771904166,1.682311307046224,32.44245319034566,100.0
2,2.0,2.0,6,279.536583825298,,15.601720053540625,542.9283228110183,537.5579924068668,1.6823474010875956,32.328385436399415,100.0
3,3.0,3.0,8,239.8111020093379,,19.78116478447033,542.9311658848416,537.5623069703579,1.682154985081235,32.23983985795216,100.0
4,4.0,4.0,10,212.6696598198679,,51.559390914109024,542.9264967414465,537.559138102965,1.6822976705787536,32.047751020978794,100.0
5,5.0,5.0,12,418.9294837415218,,41.99082474224269,542.924802750349,537.5588065521284,1.6823776717170733,31.886849806390025,100.0
6,6.0,6.0,14,200.16088129745592,,54.64444454345438,542.9243926297535,537.5595858151262,1.6824725131631235,31.73853232609955,100.0
7,7.0,7.0,16,532.9419374465942,,16.59360993653536,542.9232195019722,537.5596816566858,1.6828160283198073,31.50952116332271,100.0
8,8.0,8.0,18,306.7772268601086,,58.59044761113498,542.9220125079155,537.5604836100881,1.6828447643836792,31.29904336211356,100.0
9,9.0,9.0,20,560.040295124054,,40.74691981077194,542.9190288890492,537.5586246902292,1.6828043656212024,31.19906313209371,100.0
10,10.0,10.0,22,495.8705099092589,,43.01668144762516,542.9225574162874,537.5630777667869,1.6828321518418805,31.0981674966487,100.0
11,11.0,11.0,24,205.5319139940871,,45.64264830615786,542.9223396561363,537.5631431286986,1.682952046394348,31.033869959752668,100.0
12,12.0,12.0,26,612.0927333831787,,48.56898532145553,542.9233099249277,537.5646881081841,1.6829494058831849,30.976929574866187,100.0
13,13.0,,28,623.9193161880529,,78.79613445680818,542.9152927615426,537.558688358827,1.6829221091360194,30.782616146924823,100.0
14,14.0,,30,663.0823697756838,,52.148035371009215,542.9111150178041,537.5547456470404,1.683006084270098,30.734595757993787,100.0
15,15.0,,32,462.08832164605457,,42.2616150851051,542.908980765126,537.5528894364834,1.68306518885815,30.69044975563884,100.0
16,16.0,,34,570.6781606983255,,27.602378819367768,542.9121909493749,537.5564189797099,1.6828196557154034,30.73089836503972,100.0
17,17.0,,36,241.1732608857362,,53.54798358419667,542.910727926276,537.5553200190718,1.68284054168246,30.688473108139902,100.0
18,18.0,,38,309.3466928795628,,48.68640685858934,542.906600643288,537.5520522621546,1.6829152485694396,30.580113811249085,100.0
19,19.0,,40,280.2276921768983,,33.48296518541045,542.9060310125351,537.5519252636216,1.6829399206802589,30.527744357558817,100.0
20,20.0,,42,621.3921326913952,,74.455891540389,542.9063496941869,537.552894177762,1.6831754103556953,30.39310665123842,100.0
21,21.0,,44,548.7121082382438,,61.89337657925523,542.9024564271624,537.5498540022156,1.6830693612891163,30.33979317512025,100.0
22,22.0,,46,624.7321581840515,,33.109992891550064,542.9029979489067,537.5511493872513,1.683079470901496,30.260582369836897,100.0
23,23.0,,48,241.31391488987467,,48.2485277335281,542.9020219228485,537.5508368015289,1.6830711630808022,30.19648938524452,100.0
24,24.0,,50,530.3681582212448,,32.315477058291435,542.9047065025027,537.5537696209822,1.6831219915977933,30.15665189278397,100.0
25,25.0,,52,276.3208657503128,,35.549503937363625,542.9048104719683,537.554035809907,1.6831633693072945,30.128231018104337,100.0
26,26.0,,54,634.1655831094142,,60.03762459681357,542.8996211425825,537.5502329658378,1.682974861151623,30.045713382688437,100.0
27,,,56,623.9066453259668,,77.13240835769678,542.8966188972647,537.5482609326189,1.6829761152621359,29.94262587956407,100.0
28,,,58,663.0782423379981,,51.19758021132446,542.8954251110554,537.546956403689,1.6830419534182344,29.934804420918226,100.0
29,,,60,462.12931556834116,,41.392985524402725,542.8942662071098,537.5459329648451,1.6830957372969184,29.905002183196217,100.0
30,,,62,570.6799599675485,,27.094451319656255,542.8945483131841,537.5462553717873,1.6828803292644974,29.964868529615075,100.0
31,,,64,241.14909508953926,,52.01105117473914,542.8937907246027,537.5456894663248,1.6828952859875492,29.941215687854726,100.0
32,,,66,309.33536913083947,,47.196236479541525,542.8912256929007,537.5436947427013,1.6829591371457684,29.864610088142484,100.0
33,,,68,280.2227698266506,,32.47856286664804,542.8912632844665,537.5440611758015,1.6829762105110355,29.827484099025078,100.0
34,,,70,621.3828667446419,,73.31426768207255,542.8922857073221,537.5453338704326,1.683182141277939,29.739682816646315,100.0
35,,,72,548.7082095609771,,60.996214778702935,542.8882305595007,537.5418781556866,1.6830732823688197,29.71270540729165,100.0
36,,,74,624.7245502471924,,32.57707491517067,542.8906926377252,537.5449454242532,1.683073451700197,29.652668586508792,100.0
37,,,76,241.30154789789862,,46.9893148249906,542.8907901725986,537.5455739823255,1.683058883910152,29.60385458374565,100.0
38,,,78,530.3651213645935,,31.81764356791973,542.8927804936062,537.5477336347103,1.6830999838103626,29.574723025275905,100.0
39,,,80,276.31328105926514,,34.91479940712452,542.8925908424637,537.5476394864645,1.6831387289461088,29.553454199975185,100.0
40,,,82,634.1617796340107,,59.27170909665249,542.8901666944678,537.5463881275871,1.6829380395144902,29.496487949720837,100.0
