,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Epoch,TrainLoss,TrainN2NLossTrainWarpLoss,TrainTVLoss,ValLoss,ValN2NLoss,ValWarpLoss,ValTVLoss,Best Score
16,16.0,16.0,16.0,16.0,16.0,16.0,,34,570.6781606983255,,27.602378819367768,542.9121909493749,537.5564189797099,1.6828196557154034,30.73089836503972,100.0
17,17.0,17.0,17.0,17.0,17.0,17.0,,36,241.1732608857362,,53.54798358419667,542.910727926276,537.5553200190718,1.68284054168246,30.688473108139902,100.0
18,18.0,18.0,18.0,18.0,18.0,18.0,,38,309.3466928795628,,48.68640685858934,542.906600643288,537.5520522621546,1.6829152485694396,30.580113811249085,100.0
19,19.0,19.0,19.0,19.0,19.0,19.0,,40,280.2276921768983,,33.48296518541045,542.9060310125351,537.5519252636216,1.6829399206802589,30.527744357558817,100.0
20,20.0,20.0,20.0,20.0,20.0,20.0,,42,621.3921326913952,,74.455891540389,542.9063496941869,537.552894177762,1.6831754103556953,30.39310665123842,100.0
21,21.0,21.0,21.0,21.0,21.0,21.0,,44,548.7121082382438,,61.89337657925523,542.9024564271624,537.5498540022156,1.6830693612891163,30.33979317512025,100.0
22,22.0,22.0,22.0,22.0,22.0,22.0,,46,624.7321581840515,,33.109992891550064,542.9029979489067,537.5511493872513,1.683079470901496,30.260582369836897,100.0
23,23.0,23.0,23.0,23.0,23.0,23.0,,48,241.31391488987467,,48.2485277335281,542.9020219228485,537.5508368015289,1.6830711630808022,30.19648938524452,100.0
24,24.0,24.0,24.0,24.0,24.0,24.0,,50,530.3681582212448,,32.315477058291435,542.9047065025027,537.5537696209822,1.6831219915977933,30.15665189278397,100.0
25,25.0,25.0,25.0,25.0,25.0,25.0,,52,276.3208657503128,,35.549503937363625,542.9048104719683,537.554035809907,1.6831633693072945,30.128231018104337,100.0
26,26.0,26.0,26.0,26.0,26.0,26.0,,54,634.1655831094142,,60.03762459681357,542.8996211425825,537.5502329658378,1.682974861151623,30.04571338268844,100.0
27,27.0,27.0,27.0,27.0,27.0,,,56,623.9066453259668,,77.13240835769678,542.8966188972647,537.5482609326189,1.682976115262136,29.94262587956407,100.0
28,28.0,28.0,28.0,28.0,28.0,,,58,663.0782423379981,,51.19758021132446,542.8954251110554,537.546956403689,1.6830419534182344,29.934804420918223,100.0
29,29.0,29.0,29.0,29.0,29.0,,,60,462.1293155683412,,41.392985524402725,542.8942662071098,537.5459329648451,1.6830957372969184,29.905002183196217,100.0
30,30.0,30.0,30.0,30.0,30.0,,,62,570.6799599675485,,27.09445131965625,542.8945483131841,537.5462553717873,1.6828803292644974,29.964868529615075,100.0
31,31.0,31.0,31.0,31.0,31.0,,,64,241.1490950895393,,52.01105117473914,542.8937907246027,537.5456894663248,1.6828952859875492,29.94121568785473,100.0
32,32.0,32.0,32.0,32.0,32.0,,,66,309.33536913083947,,47.196236479541525,542.8912256929007,537.5436947427013,1.6829591371457684,29.864610088142484,100.0
33,33.0,33.0,33.0,33.0,33.0,,,68,280.2227698266506,,32.47856286664804,542.8912632844665,537.5440611758015,1.6829762105110355,29.82748409902508,100.0
34,34.0,34.0,34.0,34.0,34.0,,,70,621.3828667446419,,73.31426768207255,542.8922857073221,537.5453338704326,1.683182141277939,29.739682816646315,100.0
35,35.0,35.0,35.0,35.0,35.0,,,72,548.7082095609771,,60.996214778702935,542.8882305595007,537.5418781556866,1.6830732823688197,29.71270540729165,100.0
36,36.0,36.0,36.0,36.0,36.0,,,74,624.7245502471924,,32.57707491517067,542.8906926377252,537.5449454242532,1.683073451700197,29.652668586508792,100.0
37,37.0,37.0,37.0,37.0,37.0,,,76,241.30154789789864,,46.9893148249906,542.8907901725986,537.5455739823255,1.683058883910152,29.60385458374565,100.0
38,38.0,38.0,38.0,38.0,38.0,,,78,530.3651213645935,,31.81764356791973,542.8927804936062,537.5477336347103,1.6830999838103626,29.574723025275905,100.0
39,39.0,39.0,39.0,39.0,39.0,,,80,276.31328105926514,,34.91479940712452,542.8925908424637,537.5476394864645,1.6831387289461088,29.553454199975185,100.0
40,40.0,40.0,40.0,40.0,40.0,,,82,634.1617796340107,,59.27170909665249,542.8901666944678,537.5463881275871,1.6829380395144902,29.49648794972084,100.0
41,41.0,41.0,41.0,41.0,,,,84,623.9011949043215,,76.05873066702007,542.8861765698954,537.543158639561,1.6829295094463634,29.423031278631903,100.0
42,42.0,42.0,42.0,42.0,,,,86,663.0763676431444,,50.58195264895021,542.8836667402223,537.5403518026526,1.6830061504151672,29.428892938250847,100.0
43,43.0,43.0,43.0,43.0,,,,88,462.1299215488964,,40.79579789605406,542.8832004016097,537.5399758869951,1.6830591193865985,29.40503071824258,100.0
44,44.0,44.0,44.0,44.0,,,,90,570.6783639795985,,26.74927533730681,542.8841097111051,537.5408039174297,1.6828645258845594,29.471116606146097,100.0
45,45.0,45.0,45.0,45.0,,,,92,241.1350941528445,,50.96283725098423,542.8827408362519,537.5395491719246,1.6828795355236663,29.45581154728477,100.0
46,46.0,46.0,46.0,46.0,,,,94,309.3284972659919,,46.16618593749792,542.8810055282984,537.5382443043318,1.6829385475086216,29.394032264297657,100.0
47,47.0,47.0,47.0,47.0,,,,96,280.2183458374606,,31.78036016308599,542.8797517987814,537.5372564250772,1.682951969666068,29.363937887617134,100.0
48,48.0,48.0,48.0,48.0,,,,98,621.3756173297211,,72.51442255981175,542.8779897364702,537.5355363569477,1.6831590090243314,29.29712209681218,100.0
49,49.0,49.0,49.0,49.0,,,,100,548.7040391674748,,60.36527059328409,542.8765426305208,537.5345599922266,1.6830551506824452,29.281476258554243,100.0
50,50.0,50.0,50.0,50.0,,,,102,624.7213101387024,,32.192495465278625,542.8782298483632,537.5367602841421,1.6830504437993197,29.231386301531035,100.0
51,51.0,51.0,51.0,51.0,,,,104,241.292003704154,,46.06882142631904,542.8775027394295,537.5364978205074,1.68303285185671,29.19064373285933,100.0
52,52.0,52.0,52.0,52.0,,,,106,530.3691929578781,,31.452789306640625,542.8803613917395,537.5394804233854,1.683067834660919,29.167326336557217,100.0
53,53.0,53.0,53.0,53.0,,,,108,276.30909979343414,,34.45114754140377,542.8804758597504,537.5396572053432,1.683105079626495,29.15000238201835,100.0
54,54.0,54.0,54.0,54.0,,,,110,634.1586325455595,,58.71278746628467,542.8781655024399,537.538423456929,1.6828948044514451,29.10535299981182,100.0
55,55.0,55.0,55.0,,,,,112,623.8954563935598,,75.24954716180578,542.8766445680097,537.5375185500492,1.6828825808426533,29.048080725426026,100.0
56,56.0,56.0,56.0,,,,,114,663.0729389043502,,50.12153116641221,542.871911756017,537.5323800200765,1.6829734826883809,29.060712549835443,100.0
57,57.0,57.0,57.0,,,,,116,462.1182531118393,,40.33268429338932,542.8705814887177,537.5310907309706,1.68302702315321,29.04038626531308,100.0
58,58.0,58.0,58.0,,,,,118,570.6752242497456,,26.484257392125365,542.8743257441304,537.5346778468653,1.6828521726314318,29.108649543063205,100.0
59,59.0,59.0,59.0,,,,,120,241.12546346757725,,50.16467161476612,542.8733785044063,537.5337881798093,1.68286898935383,29.098522129722618,100.0
60,60.0,60.0,60.0,,,,,122,309.32349501096684,,45.37677457151205,542.8704954683781,537.5312668356028,1.6829240485094488,29.04566102237864,100.0
61,61.0,61.0,61.0,,,,,124,280.2148415810532,,31.242545487152203,542.8705550730228,537.5315469097008,1.6829345311800186,29.020069802010603,100.0
62,62.0,62.0,62.0,,,,,126,621.3706630615541,,71.89191137383014,542.8687858987938,537.529693408446,1.683144756084816,28.96539968523112,100.0
63,63.0,63.0,63.0,,,,,128,548.7005167905196,,59.87691778091737,542.867897586389,537.5292030247774,1.6830448823218995,28.956222093918107,100.0
64,64.0,64.0,64.0,,,,,130,624.718804359436,,31.89114034175873,542.8685156459157,537.5302776016972,1.6830382572317664,28.91227302395485,100.0
65,65.0,65.0,65.0,,,,,132,241.28619970186887,,45.343852318499394,542.8681698712435,537.5303504141893,1.683018749727952,28.8764037699862,100.0
66,66.0,66.0,66.0,,,,,134,530.3696471452713,,31.163864731788635,542.8700206631963,537.532306191596,1.6830495653928004,28.85622454976494,100.0
67,67.0,67.0,67.0,,,,,136,276.3048321008682,,34.08689498901367,542.8704622794281,537.5327904793348,1.6830855033318088,28.841404667632144,100.0
68,68.0,68.0,68.0,,,,,138,634.1572547400439,,58.272441688143175,542.8679077462717,537.5312705608931,1.68286684889939,28.80418656224554,100.0
69,69.0,69.0,,,,,,140,623.8916576092626,,74.59925657805101,542.8648679093882,537.5287299129095,1.6828527573538437,28.756924904882908,100.0
70,70.0,70.0,,,,,,142,663.0703816995208,,49.75398514925698,542.8645109588449,537.5279093330557,1.6829559357244182,28.77303107048977,100.0
71,71.0,71.0,,,,,,144,462.0988766352336,,39.953781912724175,542.8637239066038,537.5271473418583,1.6830096534580332,28.755032203414224,100.0
72,72.0,72.0,,,,,,146,570.6735075807866,,26.269001966733256,542.8643971681595,537.5275987793099,1.6828492252071474,28.82400891658935,100.0
73,73.0,73.0,,,,,,148,241.11688979293987,,49.52315249196861,542.8639057685028,537.5271280380812,1.6828682855702937,28.817081231285226,100.0
74,74.0,74.0,,,,,,150,309.31902304291725,,44.73934533155482,542.8610311990435,537.524563683705,1.682921897471798,28.770500582388856,100.0
75,75.0,75.0,,,,,,152,280.2133729888333,,30.80714638862345,542.8608361292969,537.5245582651008,1.6829314937984403,28.74800804155793,100.0
76,76.0,76.0,,,,,,154,621.3659325867524,,71.3806046563902,542.8613600405779,537.5249087810516,1.683146153068678,28.701315125958484,100.0
77,77.0,77.0,,,,,,156,548.6979906757673,,59.478922022713554,542.8595553067598,537.5234413553368,1.683049787640233,28.6962132985619,100.0
78,78.0,78.0,,,,,,158,624.7184717655182,,31.64454154670238,542.8618690506979,537.5261760570786,1.6830398209012027,28.65672594105656,100.0
79,79.0,79.0,,,,,,160,241.28200340530145,,44.74725663338019,542.860468002883,537.525170228698,1.6830174718052149,28.62459878352556,100.0
80,80.0,80.0,,,,,,162,530.3697973489761,,30.924764797091484,542.863454669714,537.528245286508,1.6830449987372216,28.60704834826968,100.0
81,81.0,81.0,,,,,,164,276.3016790151596,,33.78947861492634,542.8633496842601,537.5281697647139,1.6830803731202402,28.593996285714887,100.0
82,82.0,82.0,,,,,,166,634.1561686109613,,57.91006986925631,542.8613597019151,537.5271829014475,1.6828539929437365,28.56189994649454,100.0
83,83.0,,,,,,,168,623.889265788926,,74.05774608070467,542.8596125407652,537.525883113796,1.682837004244158,28.521769764748484,100.0
84,84.0,,,,,,,170,663.068298296428,,49.44911293317506,542.8582385859706,537.5239866023715,1.6829503451431678,28.54045006361875,100.0
85,85.0,,,,,,,172,462.0938508046998,,39.63403217494488,542.8561866283417,537.5219278714874,1.6830052693628452,28.524403163993902,100.0
86,86.0,,,,,,,174,570.6731004663455,,26.08861124579921,542.8576347502794,537.5231379135088,1.682853646343574,28.593767603689976,100.0
87,87.0,,,,,,,176,241.11086518868157,,48.99307631927988,542.856340719895,537.5218225473707,1.6828743629792535,28.589399065822363,100.0
88,88.0,,,,,,,178,309.31504281318706,,44.20961561086386,542.8554652766749,537.5211990692399,1.6829273980957542,28.547743123702027,100.0
89,89.0,,,,,,,180,280.21665869487657,,30.44482144630617,542.8544116968458,537.5203236260197,1.6829361318906937,28.52770487185229,100.0
90,90.0,,,,,,,182,621.3622899887002,,70.94917404982779,542.854047295722,537.5197147103872,1.6831559187266976,28.486756565557283,100.0
91,91.0,,,,,,,184,548.696816611437,,59.14637690157066,542.8540767593817,537.5200415199454,1.68306078359654,28.48455022004518,100.0
92,92.0,,,,,,,186,624.7174978256226,,31.43865503370761,542.8555604409088,537.5219227915461,1.6830495283515616,28.448478657413613,100.0
93,93.0,,,,,,,188,241.2783451702284,,44.24717520242152,542.8548394279047,537.5215678729794,1.6830252134241164,28.41936102644964,100.0
94,94.0,,,,,,,190,530.3694605827332,,30.722197592258453,542.8576066412709,537.5244194133714,1.6830503803000532,28.40383185751059,100.0
95,95.0,,,,,,,192,276.29832923412323,,33.540989086031914,542.8577502342787,537.5245735049248,1.6830852572721515,28.39218977500092,100.0
96,96.0,,,,,,,194,634.1549355858638,,57.6055935687489,542.8566485643387,537.5244566662744,1.6828512598294765,28.364040804180235,100.0
97,,,,,,,,196,623.8868947566292,,73.59844593354214,542.8545596924696,537.5227606432005,1.6828327418558977,28.32941897213459,100.0
98,,,,,,,,198,663.0651884608798,,49.19216206964151,542.8521081127903,537.5197516246275,1.6829537132500925,28.34971376102079,100.0
99,,,,,,,,200,462.09874086909826,,39.36037514358759,542.8509336303581,537.518559531732,1.6830093994609672,28.33514694463123,100.0
100,,,,,,,,202,570.6707094738513,,25.935327024831448,542.8529324179347,537.520295517011,1.6828652190848845,28.403773776848208,100.0
101,,,,,,,,204,241.10659568206125,,48.5476682205563,542.852133512497,537.5194661319256,1.6828872401013293,28.401257554915816,100.0
102,,,,,,,,206,309.31187113342077,,43.76156401375066,542.8499342365698,537.5174764882435,1.682938473426144,28.363518755544316,100.0
103,,,,,,,,208,280.2160340878699,,30.138217326667572,542.8490720011971,537.5167761336673,1.6829459372357551,28.345407537099987,100.0
104,,,,,,,,210,621.3579520951082,,70.57848443955551,542.8494658659805,537.5168689272621,1.6831703621640124,28.3088073219088,100.0
105,,,,,,,,212,548.6951745402666,,58.86291703324259,542.8493961014531,537.5170782208443,1.683075727090578,28.308509425683457,100.0
106,,,,,,,,214,624.7161531448364,,31.263705268502235,542.8511412306265,537.519200620326,1.6830625377637758,28.27516486021605,100.0
107,,,,,,,,216,241.2755149214164,,43.821701779961586,542.8498275578022,537.5182249329307,1.6830373867626556,28.248702091249555,100.0
108,,,,,,,,218,530.3672963380814,,30.548375099897385,542.8517623381182,537.520236251029,1.6830592781347646,28.234900102357972,100.0
109,,,,,,,,220,276.29604637622833,,33.330246433615685,542.8508970547806,537.5193733383309,1.683093295220963,28.22444075718522,100.0
110,,,,,,,,222,634.1539377599587,,57.34451101334007,542.8508059544996,537.5202562321316,1.6828528420195323,28.199139051139355,100.0
